symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
DOTUSDT,-0.12200000,-2.255,5.32540997,5.41100000,5.28800000,61.27000000,5.28800000,104.85000000,5.28900000,1900.53000000,5.41000000,5.43300000,5.24200000,1543611.05000000,8220361.67095000,1684624149398,1684710549398,316601458,316629075,27618
BURGERUSDT,-0.02450000,-4.938,0.48164969,0.49620000,0.47170000,95.80000000,0.47120000,849.20000000,0.47180000,53.10000000,0.49620000,0.49940000,0.46780000,1869614.40000000,900499.18915000,1684624215265,1684710615265,24698844,24705225,6382
SUSHIUSDT,-0.01600000,-1.780,0.89118529,0.89900000,0.88300000,210.60000000,0.88300000,63883.60000000,0.88400000,5521.60000000,0.89900000,0.90600000,0.87600000,1781731.30000000,1587852.72290000,1684624154629,1684710554629,95697577,95704224,6648
LINAUSDT,-0.00031700,-3.093,0.01000531,0.01025000,0.00993300,1113.73000000,0.00993300,29643.32000000,0.00993500,20130.85000000,0.01025000,0.01027500,0.00973500,416655407.40000000,4168764.71882151,1684624201671,1684710601671,41954048,41975571,21524
STMXUSDT,-0.00010600,-2.268,0.00459524,0.00467200,0.00456800,12747.00000000,0.00456800,6615.00000000,0.00456900,6220.00000000,0.00467400,0.00470300,0.00452300,78893949.00000000,362536.28629700,1684623974864,1684710374864,32733017,32737149,4133
YFIIUSDT,-8.10000000,-0.889,901.99026418,911.90000000,903.30000000,0.08840000,903.70000000,0.05530000,903.80000000,0.44730000,911.40000000,924.00000000,890.00000000,530.74600000,478727.72475000,1684624137909,1684710537909,37474919,37477522,2604
MASKUSDT,-0.05600000,-1.231,4.59602025,4.55000000,4.49300000,3.80000000,4.49200000,221.30000000,4.49400000,1336.10000000,4.54900000,4.72900000,4.40300000,3759090.70000000,17276856.96500000,1684624224661,1684710624661,46599144,46655441,56298
QKCUSDT,-0.00025000,-2.593,0.00951568,0.00965900,0.00939000,5064.00000000,0.00939100,45860.00000000,0.00940500,3426.00000000,0.00964000,0.00967000,0.00934000,4244004.00000000,40384.58468300,1684624297503,1684710697503,225483,225980,498
EOSBEARUSDT,0.00000000,0.000,0.00000000,30.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681647040039,1681733440039,-1,-1,0
ENSUSDT,-0.35000000,-3.369,10.23432251,10.39000000,10.04000000,1.20000000,10.04000000,659.88000000,10.05000000,627.62000000,10.39000000,10.49000000,9.95000000,282266.34000000,2888804.75650000,1684624257265,1684710657265,31742414,31753072,10659
DOTUPUSDT,0.00000000,0.000,0.00000000,0.09600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681645824510,1681732224510,-1,-1,0
TKOUSDT,-0.01050000,-3.607,0.28643228,0.29130000,0.28060000,1487.30000000,0.28070000,220.00000000,0.28100000,13244.80000000,0.29110000,0.29110000,0.28000000,1180504.50000000,338134.59467000,1684623959387,1684710359387,26888508,26893135,4628
TCTUSDT,0.00000000,0.000,0.00000000,0.00312000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652124711,1681738524711,-1,-1,0
BCHUPUSDT,0.00000000,0.000,0.00000000,0.07240000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652124655,1681738524655,-1,-1,0
PONDUSDT,-0.00016000,-1.829,0.00868371,0.00876000,0.00859000,36341.80000000,0.00859000,217776.82000000,0.00861000,73050.90000000,0.00875000,0.00875000,0.00855000,14999060.28000000,130247.47374290,1684624133309,1684710533309,25561813,25563179,1367
MBLUSDT,-0.00004600,-1.612,0.00281717,0.00285600,0.00280700,45189.00000000,0.00280500,10873.00000000,0.00280700,24524.00000000,0.00285300,0.00285700,0.00279100,26059793.00000000,73414.95842600,1684624084416,1684710484416,30346659,30347838,1180
AAVEDOWNUSDT,0.00000000,0.000,0.00000000,0.00467300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652124665,1681738524665,-1,-1,0
EURUSDT,0.00130000,0.121,1.07883018,1.07850000,1.07980000,102.90000000,1.07970000,61495.20000000,1.07980000,105343.50000000,1.07850000,1.07990000,1.07770000,13276533.80000000,14323125.31029000,1684624108339,1684710508339,94033060,94082415,49356
NKNUSDT,0.00030000,0.294,0.10184196,0.10210000,0.10230000,5991.00000000,0.10230000,45832.00000000,0.10240000,4691.00000000,0.10200000,0.10360000,0.10020000,13667884.00000000,1391964.13180000,1684624089823,1684710489823,31397401,31403734,6334
ALPINEUSDT,-0.05210000,-2.083,2.48854817,2.50130000,2.44930000,21.69000000,2.44960000,42.87000000,2.45070000,40.66000000,2.50140000,2.52850000,2.43080000,503363.10000000,1252643.32159300,1684624243099,1684710643099,22746362,22755682,9321
GNSUSDT,-0.21700000,-4.129,5.12040806,5.26000000,5.03900000,6.48000000,5.03400000,39.72000000,5.04000000,18.46000000,5.25600000,5.29400000,5.00500000,181950.19000000,931659.21984000,1684624287250,1684710687250,2448161,2455674,7514
XRPBULLUSDT,0.00000000,0.000,0.00000000,8.74000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652752590,1681739152590,-1,-1,0
STPTUSDT,-0.00119000,-2.650,0.04408585,0.04490000,0.04371000,416.20000000,0.04373000,1161.20000000,0.04378000,987.70000000,0.04490000,0.04508000,0.04345000,2019832.30000000,89046.02991100,1684624122409,1684710522409,17434176,17435086,911
ONTUSDT,-0.00150000,-0.685,0.21874646,0.21900000,0.21760000,1016.00000000,0.21760000,1190.00000000,0.21770000,5801.00000000,0.21910000,0.22420000,0.21310000,14348940.00000000,3138779.87170000,1684624062877,1684710462877,89152341,89170991,18651
SANDUSDT,-0.01030000,-1.953,0.51985654,0.52730000,0.51710000,6103.00000000,0.51700000,2914.00000000,0.51710000,8056.00000000,0.52740000,0.52990000,0.51120000,12146936.00000000,6314664.16750000,1684624151917,1684710551917,187208053,187230380,22328
STRAXUSDT,-0.01000000,-2.049,0.48297857,0.48800000,0.47800000,68.30000000,0.47600000,3186.40000000,0.47800000,2054.40000000,0.48800000,0.48900000,0.47400000,249030.10000000,120276.20200000,1684624115261,1684710515261,12644593,12645923,1331
POLSUSDT,-0.01100000,-2.973,0.36482170,0.37100000,0.35900000,20743.70000000,0.35800000,8090.70000000,0.35900000,10911.00000000,0.37000000,0.37300000,0.35800000,389923.70000000,142252.62590000,1684624218474,1684710618474,10183003,10184167,1165
BUSDUSDT,0.00000000,0.000,0.99974179,0.99970000,0.99980000,516.00000000,0.99970000,12773430.00000000,0.99980000,6701774.00000000,0.99980000,0.99980000,0.99970000,78312908.00000000,78292687.19630000,1684624095355,1684710495355,440952518,441078714,126197
UNFIUSDT,-0.08100000,-1.828,4.34511500,4.42800000,4.34900000,168.50000000,4.34900000,256.70000000,4.35000000,54.60000000,4.43000000,4.44000000,4.27000000,137130.30000000,595846.92360000,1684624187270,1684710587270,46563137,46567069,3933
SUSHIDOWNUSDT,0.00000000,0.000,0.00000000,37.37000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652116989,1681738516989,-1,-1,0
BETHUSDT,-9.58000000,-0.527,1811.08684700,1817.07000000,1806.92000000,0.02040000,1806.51000000,0.09010000,1807.00000000,0.00560000,1816.50000000,1827.83000000,1795.01000000,216.00360000,391201.27886400,1684624294383,1684710694383,794045,797283,3239
ALGOUSDT,-0.00220000,-1.340,0.16238289,0.16430000,0.16200000,6741.00000000,0.16190000,43581.00000000,0.16200000,37757.00000000,0.16420000,0.16480000,0.16030000,15779237.00000000,2562278.09880000,1684624082958,1684710482958,129664712,129678403,13692
TRUUSDT,-0.00270000,-5.411,0.04830172,0.04990000,0.04720000,113338.00000000,0.04720000,146470.00000000,0.04730000,161976.00000000,0.04990000,0.05030000,0.04670000,17982434.00000000,868582.48840000,1684624200270,1684710600270,28406111,28410709,4599
WRXUSDT,0.00220000,1.821,0.12620906,0.12070000,0.12300000,3928.90000000,0.12280000,3330.10000000,0.12300000,29058.10000000,0.12080000,0.13200000,0.12030000,13674321.40000000,1725823.24850000,1684624113159,1684710513159,41660985,41674975,13991
GLMUSDT,-0.00380000,-1.767,0.21284978,0.21500000,0.21120000,1728.10000000,0.21110000,732.20000000,0.21150000,149.50000000,0.21500000,0.21670000,0.21050000,185263.70000000,39433.33869000,1684624271525,1684710671525,259781,260396,616
CTSIUSDT,-0.00440000,-2.349,0.18479014,0.18730000,0.18290000,398.00000000,0.18280000,150.00000000,0.18290000,29521.00000000,0.18730000,0.18900000,0.18030000,14767500.00000000,2728888.33810000,1684624114594,1684710514594,38751262,38765928,14667
WAXPUSDT,-0.00160000,-2.749,0.05740545,0.05830000,0.05660000,3703.00000000,0.05650000,28678.00000000,0.05660000,3086.00000000,0.05820000,0.05840000,0.05650000,3492449.00000000,200485.59420000,1684624229836,1684710629836,17443188,17444958,1771
XLMUSDT,-0.00040000,-0.451,0.08851039,0.08860000,0.08820000,1787.00000000,0.08820000,400689.00000000,0.08830000,89686.00000000,0.08860000,0.08920000,0.08780000,17660212.00000000,1563112.27220000,1684624061852,1684710461852,136997969,137006338,8370
DGBUSDT,-0.00026000,-3.206,0.00792014,0.00810000,0.00785000,23109.30000000,0.00785000,105078.50000000,0.00786000,20889.00000000,0.00811000,0.00811000,0.00777000,59879565.90000000,474254.82302500,1684624134533,1684710534533,25372302,25375637,3336
PERPUSDT,-0.03987000,-6.315,0.63150511,0.63137000,0.59150000,325.06000000,0.59124000,42.37000000,0.59146000,250.36000000,0.63137000,0.65220000,0.58246000,8997166.62000000,5681756.72406640,1684624210161,1684710610161,20029661,20075128,45468
SXPUSDT,-0.01360000,-3.083,0.43234845,0.44110000,0.42760000,80.00000000,0.42760000,67.70000000,0.42780000,2696.90000000,0.44120000,0.44200000,0.42380000,6730956.00000000,2910118.40138000,1684624137013,1684710537013,117433454,117456137,22684
WBTCUSDT,-285.05000000,-1.052,27058.36629593,27122.44000000,26818.87000000,0.00120000,26815.80000000,0.00121000,27035.67000000,0.00482000,27103.92000000,27891.00000000,26662.10000000,1.35829000,36753.10835610,1684624309329,1684710709329,19820,20240,421
KNCUSDT,-0.01600000,-2.589,0.60936439,0.61900000,0.60200000,7594.60000000,0.60200000,39817.90000000,0.60300000,2152.20000000,0.61800000,0.62000000,0.59600000,700176.20000000,426662.44260000,1684624131565,1684710531565,35041865,35044727,2863
ALPHAUSDT,-0.00190000,-1.843,0.10201410,0.10320000,0.10120000,2374.00000000,0.10110000,59597.00000000,0.10120000,18573.00000000,0.10310000,0.10370000,0.10000000,5691576.00000000,580620.99880000,1684624175429,1684710575429,40966802,40970327,3526
TRIBEUSDT,0.00000000,0.000,0.00000000,0.20180000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681645824510,1681732224510,-1,-1,0
CTXCUSDT,-0.00800000,-4.624,0.16977319,0.17300000,0.16500000,7827.00000000,0.16490000,3691.00000000,0.16500000,82.00000000,0.17300000,0.17510000,0.16400000,4554061.00000000,773157.47910000,1684624080397,1684710480397,28721906,28727452,5547
UTKUSDT,-0.00750000,-6.203,0.11808473,0.12080000,0.11340000,10515.00000000,0.11330000,4429.00000000,0.11350000,7304.00000000,0.12090000,0.12720000,0.11200000,37722171.00000000,4454412.19940000,1684624172616,1684710572616,18361049,18383747,22699
PORTOUSDT,-0.08740000,-3.596,2.37018856,2.43230000,2.34330000,0.46000000,2.34330000,233.90000000,2.34460000,18.25000000,2.43070000,2.43630000,2.33740000,278758.10000000,660709.25840400,1684624254917,1684710654917,14760090,14766899,6810
BNBUPUSDT,-1.65000000,-3.183,51.36129647,51.80000000,50.19000000,0.21000000,50.20000000,3.08000000,50.21000000,3.08000000,51.84000000,52.53000000,49.66000000,2440.32000000,125337.99900000,1684624140473,1684710540473,21362533,21365701,3169
SKLUSDT,-0.00071000,-2.152,0.03233753,0.03297000,0.03229000,539.00000000,0.03230000,7489.00000000,0.03232000,23530.00000000,0.03300000,0.03310000,0.03180000,9484580.00000000,306707.86857000,1684624190534,1684710590534,32659019,32661157,2139
NEOUSDT,-0.23000000,-2.447,9.25851143,9.40000000,9.17000000,20.00000000,9.16000000,2074.76000000,9.17000000,2630.58000000,9.40000000,9.45000000,9.14000000,194783.64000000,1803406.55660000,1684624053171,1684710453171,91951207,91958525,7319
OGUSDT,-0.21600000,-3.178,6.64078185,6.79900000,6.58100000,121.30000000,6.58000000,32.60000000,6.58100000,452.00000000,6.79700000,6.81600000,6.50000000,652333.80000000,4332006.46040000,1684624196334,1684710596334,23322648,23340814,18167
SUPERUSDT,-0.00400000,-2.859,0.13831522,0.14000000,0.13590000,1094.00000000,0.13570000,6858.00000000,0.13590000,2871.00000000,0.13990000,0.14230000,0.13420000,4137394.00000000,572264.56290000,1684624212275,1684710612275,26545810,26549966,4157
HIVEUSDT,-0.00440000,-1.196,0.36505515,0.36800000,0.36360000,380.00000000,0.36360000,1372.00000000,0.36390000,388.00000000,0.36800000,0.36880000,0.36260000,297512.00000000,108608.28780000,1684624118505,1684710518505,21099653,21101185,1533
RPLUSDT,0.07000000,0.142,49.66364702,49.46000000,49.47000000,0.98000000,49.43000000,0.58000000,49.47000000,4.04000000,49.40000000,50.15000000,49.14000000,7555.20000000,375218.78600000,1684624254897,1684710654897,2263113,2267066,3954
FILUSDT,-0.11200000,-2.488,4.43602962,4.50200000,4.39000000,585.00000000,4.39000000,1464.86000000,4.39100000,969.88000000,4.50200000,4.52900000,4.33200000,1986974.20000000,8814276.41189000,1684624176028,1684710576028,174748258,174780541,32284
C98USDT,-0.00660000,-3.210,0.20032073,0.20550000,0.19900000,125.70000000,0.19900000,5785.70000000,0.19910000,753.30000000,0.20560000,0.20630000,0.19580000,5546053.20000000,1110989.43795000,1684624217323,1684710617323,49341166,49347553,6388
ALPACAUSDT,-0.00570000,-2.627,0.21528644,0.21670000,0.21130000,186.70000000,0.21130000,140.00000000,0.21160000,144.70000000,0.21700000,0.21790000,0.21000000,478395.10000000,102991.97582000,1684624159633,1684710559633,10098875,10100264,1390
BSWUSDT,-0.00180000,-1.390,0.12834006,0.12970000,0.12770000,280.10000000,0.12770000,71317.80000000,0.12780000,1060.60000000,0.12950000,0.12990000,0.12650000,2404075.30000000,308539.17845000,1684624248753,1684710648753,16460166,16462509,2344
UNIUPUSDT,0.00000000,0.000,0.00000000,1.05500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652124655,1681738524655,-1,-1,0
OGNUSDT,-0.00210000,-2.185,0.09504610,0.09600000,0.09400000,903.00000000,0.09390000,5099.00000000,0.09400000,84820.00000000,0.09610000,0.09670000,0.09300000,6212264.00000000,590451.47460000,1684624007702,1684710407702,52983689,52986860,3172
TUSDUSDT,-0.00020000,-0.020,0.99942575,0.99940000,0.99930000,1340.00000000,0.99930000,2468639.00000000,0.99940000,1022874.00000000,0.99950000,0.99960000,0.99930000,43705855.00000000,43680757.11880000,1684624062116,1684710462116,27820100,27858504,38405
BTGUSDT,0.00000000,0.000,0.00000000,17.65000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681653089128,1681739489128,-1,-1,0
GXSUSDT,0.00000000,0.000,0.00000000,1.79230000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681653096805,1681739496805,-1,-1,0
XTZUSDT,-0.00300000,-0.333,0.89876581,0.90100000,0.89900000,108.00000000,0.89900000,1476.50000000,0.90000000,16214.20000000,0.90200000,0.90500000,0.89200000,1248969.70000000,1122531.26870000,1684624095262,1684710495262,90489189,90494514,5326
1INCHUSDT,-0.00600000,-1.489,0.39784183,0.40300000,0.39700000,2529.10000000,0.39700000,19366.30000000,0.39800000,178620.70000000,0.40300000,0.40400000,0.39200000,1838813.20000000,731556.79950000,1684624196667,1684710596667,72849454,72855009,5556
CFXUSDT,-0.00400000,-1.336,0.30092672,0.29940000,0.29550000,66.00000000,0.29550000,35978.00000000,0.29560000,25946.00000000,0.29950000,0.31180000,0.29090000,122407799.00000000,36835777.77800000,1684624210378,1684710610378,40992741,41070277,77537
VENUSDT,0.00000000,0.000,0.00000000,0.00010000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651143185,1681737543185,-1,-1,0
BONDUSDT,-0.10800000,-2.779,3.81921978,3.88500000,3.77800000,57.85000000,3.77500000,22.88000000,3.78000000,11.38000000,3.88600000,3.89600000,3.74400000,107738.14000000,411475.63542000,1684624142468,1684710542468,14934187,14937172,2986
LOKAUSDT,-0.01030000,-2.784,0.36605455,0.36980000,0.35970000,47.40000000,0.35960000,206.30000000,0.35970000,328.00000000,0.37000000,0.37260000,0.35790000,1173443.40000000,429544.29431000,1684624104208,1684710504208,23202201,23206604,4404
KAVAUSDT,-0.02200000,-2.111,1.05340940,1.04300000,1.02000000,3347.40000000,1.02000000,7747.70000000,1.02100000,4936.60000000,1.04200000,1.08100000,1.01800000,6797697.90000000,7160758.83530000,1684624095337,1684710495337,64931010,64961309,30300
STGUSDT,-0.01750000,-2.830,0.60941785,0.61810000,0.60080000,607.80000000,0.60080000,6414.70000000,0.60090000,105.90000000,0.61830000,0.62070000,0.59330000,5027037.80000000,3063566.59013000,1684624287350,1684710687350,14392390,14409556,17167
XTZDOWNUSDT,0.00000000,0.000,0.00000000,2.60010000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652124655,1681738524655,-1,-1,0
POWRUSDT,-0.00560000,-3.402,0.16146385,0.16480000,0.15900000,121.00000000,0.15900000,542.00000000,0.15920000,386.00000000,0.16460000,0.16480000,0.15810000,606181.00000000,97876.32080000,1684624214157,1684710614157,7389245,7390438,1194
NUUSDT,0.00000000,0.000,0.00000000,0.54360000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652760296,1681739160296,-1,-1,0
USDPUSDT,0.00010000,0.010,0.99937376,0.99940000,0.99930000,375.00000000,0.99930000,3217.00000000,0.99940000,532617.00000000,0.99920000,0.99950000,0.99920000,2454088.00000000,2452551.14400000,1684623818301,1684710218301,1045073,1046818,1746
WNXMUSDT,-0.51000000,-1.919,26.28980311,26.62000000,26.07000000,0.03000000,26.07000000,0.94000000,26.11000000,6.89000000,26.58000000,26.73000000,26.01000000,782.66000000,20575.97730000,1684623555098,1684709955098,10681492,10681867,376
LTOUSDT,-0.00290000,-3.288,0.08697137,0.08840000,0.08530000,3516.00000000,0.08530000,976.00000000,0.08540000,6105.00000000,0.08820000,0.08840000,0.08460000,1186908.00000000,103227.01440000,1684624102663,1684710502663,27611415,27612383,969
ANKRUSDT,-0.00056000,-2.153,0.02567142,0.02601000,0.02545000,52204.50000000,0.02545000,72883.90000000,0.02546000,45409.30000000,0.02601000,0.02623000,0.02515000,62437243.30000000,1602852.44151500,1684624070659,1684710470659,57809280,57816630,7351
DENTUSDT,-0.00002400,-2.771,0.00084866,0.00086600,0.00084200,12012.00000000,0.00084100,15816679.00000000,0.00084200,903151.00000000,0.00086600,0.00086800,0.00083200,642634528.00000000,545378.35599500,1684624091547,1684710491547,71234638,71237842,3205
KEYUSDT,0.00021700,4.252,0.00547535,0.00509700,0.00532100,59575.00000000,0.00531100,19549.00000000,0.00531800,19549.00000000,0.00510400,0.00584800,0.00504700,1485094710.00000000,8131413.57653700,1684624092142,1684710492142,33491369,33538879,47511
NANOUSDT,0.00000000,0.000,0.00000000,2.22400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651464543,1681737864543,-1,-1,0
SRMUSDT,0.00000000,0.000,0.00000000,0.24442000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651143185,1681737543185,-1,-1,0
SUIUSDT,-0.04500000,-4.010,1.10326472,1.12230000,1.07720000,278.40000000,1.07710000,1919.20000000,1.07720000,672.20000000,1.12220000,1.15300000,1.05100000,36757933.90000000,40553731.73584000,1684624308316,1684710708316,5360241,5467829,107589
WTCUSDT,-0.00200000,-1.173,0.17240775,0.17070000,0.16850000,122.00000000,0.16820000,2018.00000000,0.16850000,3726.00000000,0.17050000,0.17610000,0.16800000,5470034.00000000,943076.27620000,1684624089797,1684710489797,16567122,16572170,5049
MOVRUSDT,-0.17000000,-2.564,6.52478227,6.64000000,6.46000000,41.32000000,6.46000000,11.12400000,6.47000000,93.97900000,6.63000000,6.64000000,6.42000000,33602.81400000,219251.04504000,1684624235011,1684710635011,8948685,8950616,1932
TRBUSDT,-0.33000000,-2.655,12.21659384,12.42000000,12.10000000,47.01000000,12.10000000,771.30000000,12.11000000,30.14000000,12.43000000,12.45000000,11.93000000,23471.62000000,286743.24840000,1684624156236,1684710556236,25248253,25252847,4595
FLMUSDT,-0.00210000,-2.471,0.08366813,0.08480000,0.08290000,2000.00000000,0.08280000,181409.00000000,0.08290000,4765.00000000,0.08500000,0.08520000,0.08190000,3674976.00000000,307478.35250000,1684624138053,1684710538053,27033487,27034913,1427
ADAUPUSDT,-0.00600000,-1.760,0.33612374,0.34100000,0.33500000,1487.39000000,0.33500000,501.82000000,0.33600000,4108.01000000,0.34100000,0.34400000,0.32900000,745170.09000000,250469.35759000,1684624136883,1684710536883,28498386,28502559,4174
YFIUSDT,-79.00000000,-1.183,6621.89578111,6679.00000000,6600.00000000,0.01957000,6593.00000000,0.04952000,6596.00000000,0.05115000,6679.00000000,6713.00000000,6514.00000000,173.13762000,1146499.27543000,1684624147013,1684710547013,65896550,65906134,9585
NEARUSDT,-0.04000000,-2.411,1.63337549,1.66000000,1.61900000,87.30000000,1.61900000,7692.20000000,1.62000000,2855.30000000,1.65900000,1.66700000,1.61000000,2739366.10000000,4474413.45610000,1684624176744,1684710576744,126388427,126405213,16787
AERGOUSDT,-0.00440000,-3.787,0.11414992,0.11620000,0.11180000,1365.00000000,0.11170000,1407.00000000,0.11180000,894.00000000,0.11620000,0.11730000,0.11150000,5293211.00000000,604219.61410000,1684624171138,1684710571138,105038,107531,2494
PLAUSDT,-0.00440000,-2.331,0.18869307,0.18890000,0.18440000,369.45000000,0.18440000,522.21000000,0.18460000,739.87000000,0.18880000,0.19370000,0.18400000,720774.74000000,136005.19557500,1684624259585,1684710659585,4049614,4050969,1356
ATAUSDT,-0.00280000,-2.139,0.12923725,0.13090000,0.12810000,1724.00000000,0.12810000,196.00000000,0.12820000,13130.00000000,0.13090000,0.13150000,0.12650000,3159282.00000000,408296.93300000,1684624163258,1684710563258,48154106,48158851,4746
HOOKUSDT,-0.07060000,-4.667,1.47125382,1.51280000,1.44230000,17.90000000,1.44210000,206.10000000,1.44230000,35.40000000,1.51290000,1.51840000,1.42030000,2880199.00000000,4237503.78097000,1684624292559,1684710692559,19841084,19868003,26920
AVAXUSDT,-0.26000000,-1.781,14.41631511,14.60000000,14.34000000,125.13000000,14.34000000,2032.29000000,14.35000000,2780.85000000,14.60000000,14.70000000,14.17000000,793998.10000000,11446526.80520000,1684624170859,1684710570859,219031975,219054561,22587
BEAMUSDT,0.00000000,0.000,0.00000000,0.06520000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651852002,1681738252002,-1,-1,0
DODOUSDT,-0.00380000,-2.883,0.12908176,0.13180000,0.12800000,9964.20000000,0.12800000,3391.30000000,0.12810000,10895.80000000,0.13180000,0.13210000,0.12710000,4660682.40000000,601609.08982000,1684624204548,1684710604548,33455977,33460284,4308
ONGUSDT,-0.00370000,-1.460,0.25112120,0.25320000,0.24970000,80.00000000,0.24970000,154.00000000,0.25000000,166.00000000,0.25340000,0.25360000,0.24810000,163881.00000000,41153.99350000,1684623615909,1684710015909,17606396,17607131,736
JOEUSDT,-0.01120000,-3.104,0.35613785,0.36070000,0.34960000,187.68000000,0.34970000,753.74000000,0.34980000,75.00000000,0.36080000,0.36790000,0.34430000,10762820.89000000,3833047.86031600,1684624258711,1684710658711,8999741,9017845,18105
AIONUSDT,0.00000000,0.000,0.00000000,0.00943000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681652760309,1681739160309,-1,-1,0
TOMOUSDT,-0.02550000,-2.393,1.07339948,1.06520000,1.04030000,572.20000000,1.04050000,528.00000000,1.04120000,30.80000000,1.06580000,1.09560000,1.03270000,2263453.40000000,2429589.70754000,1684624087578,1684710487578,28280283,28293844,13562
INJUSDT,-0.45200000,-6.288,6.96974540,7.18800000,6.73600000,61.20000000,6.73400000,99.70000000,6.73600000,97.10000000,7.18800000,7.29700000,6.68600000,2552752.90000000,17792037.77270000,1684624182534,1684710582534,37019926,37073337,53412
BAKEUSDT,-0.00620000,-4.047,0.14936564,0.15330000,0.14700000,114.40000000,0.14690000,47097.00000000,0.14700000,798.10000000,0.15320000,0.15390000,0.14510000,3111200.20000000,464706.42153000,1684624202424,1684710602424,49625633,49633965,8333
AMBUSDT,-0.00061000,-6.361,0.00920268,0.00958000,0.00898000,6602.00000000,0.00897000,136905.00000000,0.00898000,58155.00000000,0.00959000,0.00961000,0.00885000,62605809.00000000,576141.31660000,1684624296197,1684710696197,964598,968014,3417
MKRUSDT,-1.00000000,-0.160,622.89874942,625.00000000,624.00000000,19.56510000,624.00000000,88.27690000,625.00000000,27.71860000,625.00000000,628.00000000,618.00000000,1847.81960000,1151004.51800000,1684624141927,1684710541927,28216061,28219221,3161
ATOMUSDT,-0.10500000,-0.991,10.50898162,10.60100000,10.49500000,10.25000000,10.49800000,287.08000000,10.49900000,232.41000000,10.60000000,10.61900000,10.40300000,590570.92000000,6206298.94236000,1684624081610,1684710481610,180957675,180983583,25909
PEPEUSDT,-0.00000011,-6.395,0.00000167,0.00000172,0.00000161,819628926.00,0.00000160,734378612751.00,0.00000161,641591213387.00,0.00000172,0.00000176,0.00000156,43725623052941.00,73185679.30108335,1684624310478,1684710710478,4553497,4658268,104772
GASUSDT,-0.03100000,-1.126,2.79028582,2.75300000,2.72300000,7.00000000,2.72200000,11.30000000,2.72600000,49.20000000,2.75400000,2.86500000,2.69900000,132628.40000000,370071.14360000,1684624174643,1684710574643,206929,209887,2959
BNBBULLUSDT,0.00000000,0.000,0.00000000,57.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651464545,1681737864545,-1,-1,0
NBSUSDT,0.00000000,0.000,0.00000000,0.00166000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1681651851997,1681738251997,-1,-1,0
